"Month","Time Period","Mode","Bus Type","Question Text","Category","Measure","Score Grain","Score Type","Score","Sample Size"
"2025-08-01",,"Subway",,"Which of the following needs to improve to increase your subway satisfaction? Select up to three.","Improvements","Improve to Increase Satisfaction","Better Fare Enforcement","Percent of Respondents","21.68758423642","2,470"
"2025-08-01",,"Subway",,"Which of the following needs to improve to increase your subway satisfaction? Select up to three.","Improvements","Improve to Increase Satisfaction","Cleaner Stations","Percent of Respondents","24.76927246926","2,470"
"2025-08-01",,"Subway",,"Which of the following needs to improve to increase your subway satisfaction? Select up to three.","Improvements","Improve to Increase Satisfaction","Cleaner Trains","Percent of Respondents","20.07968177943","2,470"
"2025-08-01",,"Subway",,"Which of the following needs to improve to increase your subway satisfaction? Select up to three.","Improvements","Improve to Increase Satisfaction","Fewer People Behaving Erratically","Percent of Respondents","29.7159103224","2,470"
"2025-08-01",,"Subway",,"Which of the following needs to improve to increase your subway satisfaction? Select up to three.","Improvements","Improve to Increase Satisfaction","More Reliable Service","Percent of Respondents","43.54178439032","2,470"
"2025-08-01",,"Subway",,"Which of the following needs to improve to increase your subway satisfaction? Select up to three.","Improvements","Improve to Increase Satisfaction","More Visible Police","Percent of Respondents","20.46010183987","2,470"
"2025-08-01",,"Subway",,"Which of the following needs to improve to increase your subway satisfaction? Select up to three.","Improvements","Improve to Increase Satisfaction","More Weekday Service","Percent of Respondents","16.26794794375","2,470"
"2025-08-01",,"Subway",,"Which of the following needs to improve to increase your subway satisfaction? Select up to three.","Improvements","Improve to Increase Satisfaction","More Weekend Service","Percent of Respondents","30.51901528004","2,470"
"2025-08-01",,"Subway",,"Which of the following needs to improve to increase your subway satisfaction? Select up to three.","Improvements","Improve to Increase Satisfaction","Personal Security Concerns","Percent of Respondents","11.57956273327","2,470"
"2025-08-01",,"Subway",,"Which of the following needs to improve to increase your subway satisfaction? Select up to three.","Improvements","Improve to Increase Satisfaction","Reduction in QOL Concerns","Percent of Respondents","35.68330912769","2,470"
"2025-08-01",,"Subway",,"Thinking about your experience in [INSERT SUBWAY STATION] station, how safe did you feel? Where 1-2 are very unsafe, 3-5 are unsafe, 6-8 are safe, and 9-10 are very safe.","Safety","Safety in Stations","Safe","Percent of Respondents","46.22614156868","2,470"
"2025-08-01",,"Subway",,"Thinking about your experience in [INSERT SUBWAY STATION] station, how safe did you feel? Where 1-2 are very unsafe, 3-5 are unsafe, 6-8 are safe, and 9-10 are very safe.","Safety","Safety in Stations","Unsafe","Percent of Respondents","17.12475386897","2,470"
"2025-08-01",,"Subway",,"Thinking about your experience in [INSERT SUBWAY STATION] station, how safe did you feel? Where 1-2 are very unsafe, 3-5 are unsafe, 6-8 are safe, and 9-10 are very safe.","Safety","Safety in Stations","Very Safe","Percent of Respondents","29.11800818682","2,470"
"2025-08-01",,"Subway",,"Thinking about your experience in [INSERT SUBWAY STATION] station, how safe did you feel? Where 1-2 are very unsafe, 3-5 are unsafe, 6-8 are safe, and 9-10 are very safe.","Safety","Safety in Stations","Very Unsafe","Percent of Respondents","7.53109637553","2,470"
"2025-08-01",,"Subway",,"Thinking about your experience with [INSERT SUBWAY LINE] train for this trip, how safe did you feel? Where 1-2 are very unsafe, 3-5 are unsafe, 6-8 are safe, and 9-10 are very safe.","Safety","Safety on Trains","Safe","Percent of Respondents","45.63193914588","2,470"
"2025-08-01",,"Subway",,"Thinking about your experience with [INSERT SUBWAY LINE] train for this trip, how safe did you feel? Where 1-2 are very unsafe, 3-5 are unsafe, 6-8 are safe, and 9-10 are very safe.","Safety","Safety on Trains","Unsafe","Percent of Respondents","16.74002130673","2,470"
"2025-08-01",,"Subway",,"Thinking about your experience with [INSERT SUBWAY LINE] train for this trip, how safe did you feel? Where 1-2 are very unsafe, 3-5 are unsafe, 6-8 are safe, and 9-10 are very safe.","Safety","Safety on Trains","Very Safe","Percent of Respondents","31.02245245172","2,470"
"2025-08-01",,"Subway",,"Thinking about your experience with [INSERT SUBWAY LINE] train for this trip, how safe did you feel? Where 1-2 are very unsafe, 3-5 are unsafe, 6-8 are safe, and 9-10 are very safe.","Safety","Safety on Trains","Very Unsafe","Percent of Respondents","6.60558709567","2,470"
"2025-08-01",,"Subway",,"How safe do you feel using the subway system?  Where 1-2 are very unsafe, 3-5 are unsafe, 6-8 are safe, and 9-10 are very safe.","Safety","System Safety","Safety Score","Average Score (1-10)","6.23997988919","2,470"
"2025-08-01",,"Subway",,"Thinking about your experience with [INSERT SUBWAY LINE] train for this trip, how satisfied were you with each of the following? Where 1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, and 9-10 are very satisfied. - Crowding On Board","Satisfaction","Crowding on Trains","Dissatisfied","Percent of Respondents","20.63695363773","2,470"
"2025-08-01",,"Subway",,"Thinking about your experience with [INSERT SUBWAY LINE] train for this trip, how satisfied were you with each of the following? Where 1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, and 9-10 are very satisfied. - Crowding On Board","Satisfaction","Crowding on Trains","Satisfied","Percent of Respondents","42.34373328092","2,470"
"2025-08-01",,"Subway",,"Thinking about your experience with [INSERT SUBWAY LINE] train for this trip, how satisfied were you with each of the following? Where 1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, and 9-10 are very satisfied. - Crowding On Board","Satisfaction","Crowding on Trains","Very Dissatisfied","Percent of Respondents","9.4301902648","2,470"
"2025-08-01",,"Subway",,"Thinking about your experience with [INSERT SUBWAY LINE] train for this trip, how satisfied were you with each of the following? Where 1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, and 9-10 are very satisfied. - Crowding On Board","Satisfaction","Crowding on Trains","Very Satisfied","Percent of Respondents","27.58912281655","2,470"
"2025-08-01",,"Subway",,"During the past month, how satisfied were you with your overall subway experience? Where 1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, and 9-10 are very satisfied.","Satisfaction","Overall Last Month","Dissatisfied","Percent of Respondents","23.75394632134","2,470"
"2025-08-01",,"Subway",,"During the past month, how satisfied were you with your overall subway experience? Where 1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, and 9-10 are very satisfied.","Satisfaction","Overall Last Month","Satisfied","Percent of Respondents","49.08876719726","2,470"
"2025-08-01",,"Subway",,"During the past month, how satisfied were you with your overall subway experience? Where 1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, and 9-10 are very satisfied.","Satisfaction","Overall Last Month","Very Dissatisfied","Percent of Respondents","13.48951691612","2,470"
"2025-08-01",,"Subway",,"During the past month, how satisfied were you with your overall subway experience? Where 1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, and 9-10 are very satisfied.","Satisfaction","Overall Last Month","Very Satisfied","Percent of Respondents","13.66776956527","2,470"
"2025-08-01",,"Subway",,"How satisfied were you with your overall subway experience on this most recent trip? (1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, 9-10 are very satisfied)","Satisfaction","Overall Last Trip","Dissatisfied","Percent of Respondents","20.44100087744","2,470"
"2025-08-01",,"Subway",,"How satisfied were you with your overall subway experience on this most recent trip? (1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, 9-10 are very satisfied)","Satisfaction","Overall Last Trip","Satisfied","Percent of Respondents","53.24079121333","2,470"
"2025-08-01",,"Subway",,"How satisfied were you with your overall subway experience on this most recent trip? (1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, 9-10 are very satisfied)","Satisfaction","Overall Last Trip","Very Dissatisfied","Percent of Respondents","8.96040921681","2,470"
"2025-08-01",,"Subway",,"How satisfied were you with your overall subway experience on this most recent trip? (1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, 9-10 are very satisfied)","Satisfaction","Overall Last Trip","Very Satisfied","Percent of Respondents","17.35779869242","2,470"
"2025-08-01",,"Subway",,"Thinking about your experience with [INSERT SUBWAY LINE] train for this trip, how satisfied were you with each of the following? Where 1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, and 9-10 are very satisfied. - Overall Satisfaction","Satisfaction","Overall Line","Dissatisfied","Percent of Respondents","18.46891960344","2,470"
"2025-08-01",,"Subway",,"Thinking about your experience with [INSERT SUBWAY LINE] train for this trip, how satisfied were you with each of the following? Where 1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, and 9-10 are very satisfied. - Overall Satisfaction","Satisfaction","Overall Line","Satisfied","Percent of Respondents","47.26341576749","2,470"
"2025-08-01",,"Subway",,"Thinking about your experience with [INSERT SUBWAY LINE] train for this trip, how satisfied were you with each of the following? Where 1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, and 9-10 are very satisfied. - Overall Satisfaction","Satisfaction","Overall Line","Very Dissatisfied","Percent of Respondents","8.4283800624","2,470"
"2025-08-01",,"Subway",,"Thinking about your experience with [INSERT SUBWAY LINE] train for this trip, how satisfied were you with each of the following? Where 1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, and 9-10 are very satisfied. - Overall Satisfaction","Satisfaction","Overall Line","Very Satisfied","Percent of Respondents","25.83928456666","2,470"
"2025-08-01",,"Subway",,"Thinking about your experience in [INSERT SUBWAY STATION] station, how satisfied were you with each of the following? Where 1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, and 9-10 are very satisfied.  - Overall Station Satisfaction","Satisfaction","Overall Station","Satisfied","Percent of Respondents","46.53330262766","2,470"
"2025-08-01",,"Subway",,"Thinking about your experience in [INSERT SUBWAY STATION] station, how satisfied were you with each of the following? Where 1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, and 9-10 are very satisfied.  - Overall Station Satisfaction","Satisfaction","Overall Station","Very Dissatisfied","Percent of Respondents","10.84724018873","2,470"
"2025-08-01",,"Subway",,"Thinking about your experience in [INSERT SUBWAY STATION] station, how satisfied were you with each of the following? Where 1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, and 9-10 are very satisfied.  - Overall Station Satisfaction","Satisfaction","Overall Station","Very Satisfied","Percent of Respondents","20.23575046973","2,470"
"2025-08-01",,"Subway",,"Thinking about your experience in [INSERT SUBWAY STATION] station, how satisfied were you with each of the following? Where 1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, and 9-10 are very satisfied.  - Cleanliness Of The Station","Satisfaction","Station Cleanliness","Dissatisfied","Percent of Respondents","22.79227385825","2,470"
"2025-08-01",,"Subway",,"Thinking about your experience in [INSERT SUBWAY STATION] station, how satisfied were you with each of the following? Where 1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, and 9-10 are very satisfied.  - Cleanliness Of The Station","Satisfaction","Station Cleanliness","Satisfied","Percent of Respondents","45.67819249598","2,470"
"2025-08-01",,"Subway",,"Thinking about your experience in [INSERT SUBWAY STATION] station, how satisfied were you with each of the following? Where 1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, and 9-10 are very satisfied.  - Cleanliness Of The Station","Satisfaction","Station Cleanliness","Very Dissatisfied","Percent of Respondents","11.2980606026","2,470"
"2025-08-01",,"Subway",,"Thinking about your experience in [INSERT SUBWAY STATION] station, how satisfied were you with each of the following? Where 1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, and 9-10 are very satisfied.  - Cleanliness Of The Station","Satisfaction","Station Cleanliness","Very Satisfied","Percent of Respondents","20.23147304317","2,470"
"2025-08-01",,"Subway",,"Thinking about your experience with [INSERT SUBWAY LINE] train for this trip, how satisfied were you with each of the following? Where 1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, and 9-10 are very satisfied. - Cleanliness Of The Train","Satisfaction","Train Cleanliness","Dissatisfied","Percent of Respondents","20.04407324739","2,470"
"2025-08-01",,"Subway",,"Thinking about your experience with [INSERT SUBWAY LINE] train for this trip, how satisfied were you with each of the following? Where 1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, and 9-10 are very satisfied. - Cleanliness Of The Train","Satisfaction","Train Cleanliness","Satisfied","Percent of Respondents","45.25562314699","2,470"
"2025-08-01",,"Subway",,"Thinking about your experience with [INSERT SUBWAY LINE] train for this trip, how satisfied were you with each of the following? Where 1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, and 9-10 are very satisfied. - Cleanliness Of The Train","Satisfaction","Train Cleanliness","Very Dissatisfied","Percent of Respondents","8.2467312618","2,470"
"2025-08-01",,"Subway",,"Thinking about your experience with [INSERT SUBWAY LINE] train for this trip, how satisfied were you with each of the following? Where 1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, and 9-10 are very satisfied. - Cleanliness Of The Train","Satisfaction","Train Cleanliness","Very Satisfied","Percent of Respondents","26.45357234382","2,470"
"2025-08-01",,"Subway",,"Thinking about your experience with [INSERT SUBWAY LINE] train for this trip, how satisfied were you with each of the following? Where 1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, and 9-10 are very satisfied. - Travel Time","Satisfaction","Travel Time","Dissatisfied","Percent of Respondents","14.56521780736","2,470"
"2025-08-01",,"Subway",,"Thinking about your experience with [INSERT SUBWAY LINE] train for this trip, how satisfied were you with each of the following? Where 1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, and 9-10 are very satisfied. - Travel Time","Satisfaction","Travel Time","Satisfied","Percent of Respondents","41.52183960149","2,470"
"2025-08-01",,"Subway",,"Thinking about your experience with [INSERT SUBWAY LINE] train for this trip, how satisfied were you with each of the following? Where 1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, and 9-10 are very satisfied. - Travel Time","Satisfaction","Travel Time","Very Dissatisfied","Percent of Respondents","6.76042388047","2,470"
"2025-08-01",,"Subway",,"Thinking about your experience with [INSERT SUBWAY LINE] train for this trip, how satisfied were you with each of the following? Where 1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, and 9-10 are very satisfied. - Travel Time","Satisfaction","Travel Time","Very Satisfied","Percent of Respondents","37.15251871068","2,470"
"2025-08-01",,"Subway",,"Thinking about your experience with [INSERT SUBWAY LINE] train for this trip, how satisfied were you with each of the following? Where 1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, and 9-10 are very satisfied. - Wait Time","Satisfaction","Wait Time","Dissatisfied","Percent of Respondents","20.3787536489","2,470"
"2025-08-01",,"Subway",,"Thinking about your experience with [INSERT SUBWAY LINE] train for this trip, how satisfied were you with each of the following? Where 1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, and 9-10 are very satisfied. - Wait Time","Satisfaction","Wait Time","Satisfied","Percent of Respondents","40.32108324493","2,470"
"2025-08-01",,"Subway",,"Thinking about your experience with [INSERT SUBWAY LINE] train for this trip, how satisfied were you with each of the following? Where 1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, and 9-10 are very satisfied. - Wait Time","Satisfaction","Wait Time","Very Dissatisfied","Percent of Respondents","9.39895015782","2,470"
"2025-08-01",,"Subway",,"Thinking about your experience with [INSERT SUBWAY LINE] train for this trip, how satisfied were you with each of the following? Where 1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, and 9-10 are very satisfied. - Wait Time","Satisfaction","Wait Time","Very Satisfied","Percent of Respondents","29.90121294834","2,470"
"2025-08-01",,"Subway",,"During the past month, how do you feel about the number of uniformed police officers you’ve seen in the subway?","Security","Police Perception","Right Amount","Percent of Respondents","41.09789620717","2,470"
"2025-08-01",,"Subway",,"During the past month, how do you feel about the number of uniformed police officers you’ve seen in the subway?","Security","Police Perception","Too Few","Percent of Respondents","47.23571001638","2,470"
"2025-08-01",,"Subway",,"During the past month, how do you feel about the number of uniformed police officers you’ve seen in the subway?","Security","Police Perception","Too Many","Percent of Respondents","11.66639377645","2,470"
"2025-08-01","06:30 - 09:29","Subway",,"Thinking about your experience with [INSERT SUBWAY LINE] train for this trip, how satisfied were you with each of the following? Where 1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, and 9-10 are very satisfied. - Crowding On Board","Satisfaction","Crowding on Trains","Total Satisfied (Very Satisfied + Satisfied)","Percent of Respondents","65.25535255074","659"
"2025-08-01","06:30 - 09:29","Subway",,"How satisfied were you with your overall subway experience on this most recent trip? (1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, and 9-10 are very satisfied)","Satisfaction","Overall Last Trip","Total Satisfied (Very Satisfied + Satisfied)","Percent of Respondents","63.89170129504","659"
"2025-08-01","06:30 - 09:29","Subway",,"Thinking about your experience with [INSERT SUBWAY LINE] train for this trip, how satisfied were you with each of the following? Where 1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, and 9-10 are very satisfied. - Wait Time","Satisfaction","Wait Time","Total Satisfied (Very Satisfied + Satisfied)","Percent of Respondents","67.32030545113","659"
"2025-08-01","09:30 - 15:29","Subway",,"Thinking about your experience with [INSERT SUBWAY LINE] train for this trip, how satisfied were you with each of the following? Where 1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, and 9-10 are very satisfied. - Crowding On Board","Satisfaction","Crowding on Trains","Total Satisfied (Very Satisfied + Satisfied)","Percent of Respondents","75.61474216923","872"
"2025-08-01","09:30 - 15:29","Subway",,"How satisfied were you with your overall subway experience on this most recent trip? (1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, and 9-10 are very satisfied)","Satisfaction","Overall Last Trip","Total Satisfied (Very Satisfied + Satisfied)","Percent of Respondents","77.07992410113","872"
"2025-08-01","09:30 - 15:29","Subway",,"Thinking about your experience with [INSERT SUBWAY LINE] train for this trip, how satisfied were you with each of the following? Where 1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, and 9-10 are very satisfied. - Wait Time","Satisfaction","Wait Time","Total Satisfied (Very Satisfied + Satisfied)","Percent of Respondents","75.31615555459","872"
"2025-08-01","15:30 - 19:59","Subway",,"Thinking about your experience with [INSERT SUBWAY LINE] train for this trip, how satisfied were you with each of the following? Where 1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, and 9-10 are very satisfied. - Crowding On Board","Satisfaction","Crowding on Trains","Total Satisfied (Very Satisfied + Satisfied)","Percent of Respondents","67.89951846512","632"
"2025-08-01","15:30 - 19:59","Subway",,"How satisfied were you with your overall subway experience on this most recent trip? (1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, and 9-10 are very satisfied)","Satisfaction","Overall Last Trip","Total Satisfied (Very Satisfied + Satisfied)","Percent of Respondents","70.91684550228","632"
"2025-08-01","15:30 - 19:59","Subway",,"Thinking about your experience with [INSERT SUBWAY LINE] train for this trip, how satisfied were you with each of the following? Where 1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, and 9-10 are very satisfied. - Wait Time","Satisfaction","Wait Time","Total Satisfied (Very Satisfied + Satisfied)","Percent of Respondents","69.08984587516","632"
"2025-08-01","20:00 - 06:29","Subway",,"Thinking about your experience with [INSERT SUBWAY LINE] train for this trip, how satisfied were you with each of the following? Where 1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, and 9-10 are very satisfied. - Crowding On Board","Satisfaction","Crowding on Trains","Total Satisfied (Very Satisfied + Satisfied)","Percent of Respondents","69.13816867717","307"
"2025-08-01","20:00 - 06:29","Subway",,"How satisfied were you with your overall subway experience on this most recent trip? (1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, and 9-10 are very satisfied)","Satisfaction","Overall Last Trip","Total Satisfied (Very Satisfied + Satisfied)","Percent of Respondents","66.52237438794","307"
"2025-08-01","20:00 - 06:29","Subway",,"Thinking about your experience with [INSERT SUBWAY LINE] train for this trip, how satisfied were you with each of the following? Where 1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, and 9-10 are very satisfied. - Wait Time","Satisfaction","Wait Time","Total Satisfied (Very Satisfied + Satisfied)","Percent of Respondents","65.19478818621","307"
"2025-07-01",,"Subway",,"Thinking about your experience in [INSERT SUBWAY STATION] station, how satisfied were you with each of the following? Where 1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, and 9-10 are very satisfied.  - Overall Station Satisfaction","Satisfaction","Overall Station","Satisfied","Percent of Respondents","46.16609285581","2,436"
"2025-07-01","20:00 - 06:29","Subway",,"Thinking about your experience with [INSERT SUBWAY LINE] train for this trip, how satisfied were you with each of the following? Where 1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, and 9-10 are very satisfied. - Wait Time","Satisfaction","Wait Time","Total Satisfied (Very Satisfied + Satisfied)","Percent of Respondents","68.98717165838","295"
"2025-07-01","20:00 - 06:29","Subway",,"How satisfied were you with your overall subway experience on this most recent trip? (1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, and 9-10 are very satisfied)","Satisfaction","Overall Last Trip","Total Satisfied (Very Satisfied + Satisfied)","Percent of Respondents","68.7848135768","295"
"2025-07-01","20:00 - 06:29","Subway",,"Thinking about your experience with [INSERT SUBWAY LINE] train for this trip, how satisfied were you with each of the following? Where 1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, and 9-10 are very satisfied. - Crowding On Board","Satisfaction","Crowding on Trains","Total Satisfied (Very Satisfied + Satisfied)","Percent of Respondents","73.08293166394","295"
"2025-07-01","15:30 - 19:59","Subway",,"Thinking about your experience with [INSERT SUBWAY LINE] train for this trip, how satisfied were you with each of the following? Where 1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, and 9-10 are very satisfied. - Wait Time","Satisfaction","Wait Time","Total Satisfied (Very Satisfied + Satisfied)","Percent of Respondents","70.66241540747","632"
"2025-07-01","15:30 - 19:59","Subway",,"How satisfied were you with your overall subway experience on this most recent trip? (1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, and 9-10 are very satisfied)","Satisfaction","Overall Last Trip","Total Satisfied (Very Satisfied + Satisfied)","Percent of Respondents","70.64423015765","632"
"2025-07-01","15:30 - 19:59","Subway",,"Thinking about your experience with [INSERT SUBWAY LINE] train for this trip, how satisfied were you with each of the following? Where 1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, and 9-10 are very satisfied. - Crowding On Board","Satisfaction","Crowding on Trains","Total Satisfied (Very Satisfied + Satisfied)","Percent of Respondents","68.38884567873","632"
"2025-07-01","09:30 - 15:29","Subway",,"Thinking about your experience with [INSERT SUBWAY LINE] train for this trip, how satisfied were you with each of the following? Where 1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, and 9-10 are very satisfied. - Wait Time","Satisfaction","Wait Time","Total Satisfied (Very Satisfied + Satisfied)","Percent of Respondents","74.81776857068","807"
"2025-07-01","09:30 - 15:29","Subway",,"How satisfied were you with your overall subway experience on this most recent trip? (1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, and 9-10 are very satisfied)","Satisfaction","Overall Last Trip","Total Satisfied (Very Satisfied + Satisfied)","Percent of Respondents","74.36296667508","807"
"2025-07-01","09:30 - 15:29","Subway",,"Thinking about your experience with [INSERT SUBWAY LINE] train for this trip, how satisfied were you with each of the following? Where 1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, and 9-10 are very satisfied. - Crowding On Board","Satisfaction","Crowding on Trains","Total Satisfied (Very Satisfied + Satisfied)","Percent of Respondents","74.69314064784","807"
"2025-07-01","06:30 - 09:29","Subway",,"Thinking about your experience with [INSERT SUBWAY LINE] train for this trip, how satisfied were you with each of the following? Where 1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, and 9-10 are very satisfied. - Wait Time","Satisfaction","Wait Time","Total Satisfied (Very Satisfied + Satisfied)","Percent of Respondents","66.87998255008","702"
"2025-07-01","06:30 - 09:29","Subway",,"How satisfied were you with your overall subway experience on this most recent trip? (1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, and 9-10 are very satisfied)","Satisfaction","Overall Last Trip","Total Satisfied (Very Satisfied + Satisfied)","Percent of Respondents","62.4850002486","702"
"2025-07-01","06:30 - 09:29","Subway",,"Thinking about your experience with [INSERT SUBWAY LINE] train for this trip, how satisfied were you with each of the following? Where 1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, and 9-10 are very satisfied. - Crowding On Board","Satisfaction","Crowding on Trains","Total Satisfied (Very Satisfied + Satisfied)","Percent of Respondents","60.16958199028","702"
"2025-07-01",,"Subway",,"During the past month, how do you feel about the number of uniformed police officers you’ve seen in the subway?","Security","Police Perception","Too Many","Percent of Respondents","12.69375420956","2,436"
"2025-07-01",,"Subway",,"During the past month, how do you feel about the number of uniformed police officers you’ve seen in the subway?","Security","Police Perception","Too Few","Percent of Respondents","48.3816830908","2,436"
"2025-07-01",,"Subway",,"During the past month, how do you feel about the number of uniformed police officers you’ve seen in the subway?","Security","Police Perception","Right Amount","Percent of Respondents","38.92456269964","2,436"
"2025-07-01",,"Subway",,"Thinking about your experience with [INSERT SUBWAY LINE] train for this trip, how satisfied were you with each of the following? Where 1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, and 9-10 are very satisfied. - Wait Time","Satisfaction","Wait Time","Very Satisfied","Percent of Respondents","27.72758800697","2,436"
"2025-07-01",,"Subway",,"Thinking about your experience with [INSERT SUBWAY LINE] train for this trip, how satisfied were you with each of the following? Where 1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, and 9-10 are very satisfied. - Wait Time","Satisfaction","Wait Time","Very Dissatisfied","Percent of Respondents","9.97207361379","2,436"
"2025-07-01",,"Subway",,"Thinking about your experience with [INSERT SUBWAY LINE] train for this trip, how satisfied were you with each of the following? Where 1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, and 9-10 are very satisfied. - Wait Time","Satisfaction","Wait Time","Satisfied","Percent of Respondents","43.00484611695","2,436"
"2025-07-01",,"Subway",,"Thinking about your experience with [INSERT SUBWAY LINE] train for this trip, how satisfied were you with each of the following? Where 1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, and 9-10 are very satisfied. - Wait Time","Satisfaction","Wait Time","Dissatisfied","Percent of Respondents","19.29549226229","2,436"
"2025-07-01",,"Subway",,"Thinking about your experience with [INSERT SUBWAY LINE] train for this trip, how satisfied were you with each of the following? Where 1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, and 9-10 are very satisfied. - Travel Time","Satisfaction","Travel Time","Very Satisfied","Percent of Respondents","37.74501841255","2,436"
"2025-07-01",,"Subway",,"Thinking about your experience with [INSERT SUBWAY LINE] train for this trip, how satisfied were you with each of the following? Where 1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, and 9-10 are very satisfied. - Travel Time","Satisfaction","Travel Time","Very Dissatisfied","Percent of Respondents","7.3497596922","2,436"
"2025-07-01",,"Subway",,"Thinking about your experience with [INSERT SUBWAY LINE] train for this trip, how satisfied were you with each of the following? Where 1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, and 9-10 are very satisfied. - Travel Time","Satisfaction","Travel Time","Satisfied","Percent of Respondents","42.02026959883","2,436"
"2025-07-01",,"Subway",,"Thinking about your experience with [INSERT SUBWAY LINE] train for this trip, how satisfied were you with each of the following? Where 1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, and 9-10 are very satisfied. - Travel Time","Satisfaction","Travel Time","Dissatisfied","Percent of Respondents","12.88495229642","2,436"
